4968,Sardar Raja College of Engineering, Tenkasi,ARTIFICIAL INTELLIGENCE AND,104,***,,,,,
4971,St. Xavier's Catholic College of Engineering, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,177.5,173.5,143.5,146.5,,90,
4972,AMRITA College of Engineering and Technology, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,162.5,142,121,***,***,,
4977,Narayanaguru College of Engineering, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,142,***,,***,,,
4981,Ponjesly College of Engineering, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,154,140,153,113,,,
4993,Loyola Institute of Technology and Science, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,127,109,123,,,,
4995,P.S.R.R College of Engineering, Virudhunagar,ARTIFICIAL INTELLIGENCE AND,136.5,133,104.5,110.5,***,,
4996,Sri Vidya College of Engineering and Technology, Virudhunagar,ARTIFICIAL INTELLIGENCE AND,92,,,,,,
4999,Annai Vailankanni College of Engineering, Kanyakumari,ARTIFICIAL INTELLIGENCE AND,113.5,95.5,,,***,,
5502,Sri Raajaraajan College of Engineering & Technology, Sivagangai,ARTIFICIAL INTELLIGENCE AND,122.5,***,,***,,,
5530,SSM Institute of Engineering and Technology, Dindigul,ARTIFICIAL INTELLIGENCE AND,153,141.5,140.5,128.5,***,---,132.5
5703,Christian College of Engineering and Technology, Dindigul,ARTIFICIAL INTELLIGENCE AND,124,***,109,***,***,114.5,
5832,N P R College of Engineering and Technology, Dindigul,ARTIFICIAL INTELLIGENCE AND,150,140.5,145,108,117.5,103.5,
5842,SRM Madurai College for Engineering and Technology, Sivagangai,ARTIFICIAL INTELLIGENCE AND,161,157,,132,,,
5865,Nadar Saraswathi College of Engineering and Technology, Theni,ARTIFICIAL INTELLIGENCE AND,150,134.5,,129.5,***,,
5902,Bharath Niketan Engineering College, Theni,ARTIFICIAL INTELLIGENCE AND,101.5,***,,***,***,,
5904,K L N College of Engineering, Sivagangai,ARTIFICIAL INTELLIGENCE AND,170.5,161,161.5,128,***,,
5907,Mohamed Sathak Engineering College, Ramanathapuram,ARTIFICIAL INTELLIGENCE AND,146.5,135.5,143,***,98,95,
5910,P S N A College of Engineering and Technology, Dindigul,ARTIFICIAL INTELLIGENCE AND,181.5,170,175,159.5,141,---,
5912,Pandian Saraswathi Yadav Engineering College, Sivagangai,ARTIFICIAL INTELLIGENCE AND,109.5,***,,***,***,,
5913,R V S College of Engineering, Dindigul,ARTIFICIAL INTELLIGENCE AND,129.5,87,,113.5,103,,
5914,Solamalai College of Engineering, Madurai,ARTIFICIAL INTELLIGENCE AND,119,***,,,***,,
5921,Syed Ammal Engineering College, Ramanathapuram,ARTIFICIAL INTELLIGENCE AND,151.5,119,135.5,***,***,,
5986,Velammal College of Engineering and Technology, Madurai,ARTIFICIAL INTELLIGENCE AND,179,171,185.5,151,107.5,129,
